NOME_PRODUTO;PRINCIPIO_ATIVO;EMPRESA;CLASSE_TERAPEUTICA;NUMERO_REGISTRO
OCCIDE;NITAZOXANIDA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANTIPARASITARIOS;183260288
OCERAL;NITRATO DE OXICONAZOL;18459628000115 - BAYER S.A.;ANTIMICOTICOS PARA USO TOPICO;170560025
OCITOCINA;OCITOCINA;58430828000160 - BLAU FARMACÊUTICA S.A.;OCITOCICOS HORMONAIS;116370072
OCREVUS;OCRELIZUMABE;33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;IMUNOSSUPRESSORES SELETIVOS;101000666
OCT-IPEN;PENTETREOTIDA;00402552000126 - COMISSAO NACIONAL DE ENERGIA NUCLEAR;;181000014
OCTAGAM;IMUNOGLOBULINA HUMANA;02552927000160 - OCTAPHARMA BRASIL LTDA;IMUNOGLOBULINAS;139710001
OCTALBIN;ALBUMINA HUMANA;02552927000160 - OCTAPHARMA BRASIL LTDA;SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO;139710003
OCTANINE F;FATOR IX DE COAGULAÇÃO;02552927000160 - OCTAPHARMA BRASIL LTDA;OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS;139710008
OCTAPLEX;FATOR II DE COAGULAÇÃO + FATOR IX DE COAGULAÇÃO + FATOR VII DE COAGULAÇÃO + FATOR X;02552927000160 - OCTAPHARMA BRASIL LTDA;SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO;139710012
OCTAVI SDOPTIMUM;FATOR VIII DE COAGULAÇÃO;02552927000160 - OCTAPHARMA BRASIL LTDA;SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO;139710006
OCTIFEN;FUMARATO DE CETOTIFENO;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;ANTIALERGICOS TOPICOS;104971358
OCTRIDE;ACETATO DE OCTREOTIDA;05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;146820020
OCUBIN;BIMATOPROSTA;00923140000131 - EMS SIGMA PHARMA LTDA;ANTIGLAUCOMATOSOS;135690704
OCUPRESS;CLORIDRATO DE DORZOLAMIDA;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;ANTIGLAUCOMATOSOS;104971295
OCUSYS;MACROGOL + PROPILENOGLICOL;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;EMOLIENTES E PROTETORES OFTALMICOS;154230320
OCUTIL;CLORIDRATO DE NAFAZOLINA + MALEATO DE FENIRAMINA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;DESCONGESTIONATES OFTALMICOS;154230192
OESTROGEL;ESTRADIOL HEMI-HIDRATADO;11082598000121 - BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN;ESTROGENOS SIMPLES;187590002
OFEV;ESILATO DE NINTEDANIBE;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;ANTINEOPLASICO;103670173
OFITE PLUS;CLORIDRATO DE TETRACICLINA;09545589000188 - MABRA FARMACEUTICA LTDA;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;177940048
OFLOX;OFLOXACINO;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;101470027
OFLOXACINO;OFLOXACINO;57507378000365 - EMS S/A;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;102350779
OFLOXALIS;OFLOXACINO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;167730555
OFTPRED;ACETATO DE PREDNISOLONA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES;102980481
OFTRATE;ACETATO DE FLUORMETOLONA;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ANTIALERGICOS TOPICOS;115600136
OHDE CAPS;COLECALCIFEROL;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VITAMINA D E ANÁLOGOS;100431390
OKÓTICO;CLOZAPINA;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;NEUROLEPTICOS;103720282
OLANEXYN;OLANZAPINA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTIPSICOTICOS;105730677
OLANZAPINA;OLANZAPINA;10877926000113 - LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIG;ANTIPSICOTICOS;101830152
OLANZAPINA (PORT. 344/98 - LISTA C1);OLANZAPINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTIPSICOTICOS;100431057
OLANZYS;OLANZAPINA;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;ANTIPSICOTICOS;109740320
OLEPTAL;OXCARBAZEPINA;33078528000132 - TORRENT DO BRASIL LTDA;ANTICONVULSIVANTES;105250027
OLIG-TRAT;CLORETO CRÔMICO HEXAIDRATADO + SULFATO CÚPRICO PENTAIDRATADO + SULFATO DE MANGANÊS MONOIDRATADO + SULFATO DE ZINCO HEPTAIDRATADO;05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA;NUTRIENTES PARENTERAIS;164000002
OLIMEL;ACETATO DE LISINA + ACETATO DE SÓDIO TRI-HIDRATADO + ACETATO DE SÓDIO TRIHIDRATADO + ALANINA + ARGININA + CLORETO DE CÁLCIO DI-HIDRATADO + CLORETO DE MAGNÉSIO HEXAIDRATADO + CLORETO DE POTÁSSIO + FENILALAMINA + GLICEROFOSFATO DE SÓDIO + GLICINA + GLICOSE MONOHIDRATADA + GLICOSE MONOIDRATADA + HISTIDINA + ISOLEUCINA + LEUCINA + LEVOVALINA + PROLINA + SERINA +;49351786000261 - BAXTER HOSPITALAR LTDA;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL;106830181
OLINA ESSÊNCIA DE VIDA;ALOE FEROX MILL. + GENTIANA LUTEA L.;92690999000166 - LABORATÓRIO WESP LTDA;DIGESTIVOS-ASSOCIACOES MEDICAMENTOSAS;102990002
OLMECOR;OLMESARTANA MEDOXOMILA;33078528000132 - TORRENT DO BRASIL LTDA;ANTI-HIPERTENSIVOS;105250058
OLMEDIX;OLMESARTANA MEDOXOMILA;57507378000365 - EMS S/A;ANTI-HIPERTENSIVOS;102351348
OLMEDIX ANLO;BESILATO DE ANLODIPINO + OLMESARTANA MEDOXOMILA;57507378000365 - EMS S/A;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;102351152
OLMEDIX HCT;HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;57507378000365 - EMS S/A;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;102351350
OLMEGRAN;OLMESARTANA MEDOXOMILA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS;167730645
OLMEGRAN ANLO;BESILATO DE ANLODIPINO + OLMESARTANA MEDOXOMILA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;167730434
OLMEGRAN HCT;HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;167730648
OLMESARTANA MEDOXOMILA;OLMESARTANA MEDOXOMILA;33078528000132 - TORRENT DO BRASIL LTDA;ANTI-HIPERTENSIVOS;105250057
OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO;BESILATO DE ANLODIPINO + OLMESARTANA MEDOXOMILA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;183260277
OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA;HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;100431136
OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO;BESILATO DE ANLODIPINO + OLMESARTANA MEDOXOMILA;57507378000365 - EMS S/A;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;102351151
OLMESARTANA MEDOXOMILA+HIDROCLOROTIAZIDA;HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTI-HIPERTENSIVOS;155840460
OLMESIP;BESILATO DE ANLODIPINO + OLMESARTANA MEDOXOMILA;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;126750291
OLMETEC;OLMESARTANA MEDOXOMILA;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS;121100409
OLMETEC HCT;HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS;121100358
OLMETECANLO;BESILATO DE ANLODIPINO + OLMESARTANA MEDOXOMILA;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;121100399
OLMY;OLMESARTANA MEDOXOMILA;00923140000131 - EMS SIGMA PHARMA LTDA;ANTI-HIPERTENSIVOS;135690740
OLMY ANLO;BESILATO DE ANLODIPINO + OLMESARTANA MEDOXOMILA;00923140000131 - EMS SIGMA PHARMA LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;135690674
OLMY HCT;HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;00923140000131 - EMS SIGMA PHARMA LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;135690741
OLSAR;OLMESARTANA MEDOXOMILA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTI-HIPERTENSIVOS;100431367
OLSAR H;HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;100431365
OLZICAR HCT;HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANTI-HIPERTENSIVOS;178170832
OMCILON A;TRIANCINOLONA ACETONIDA;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;137640162
OMEGAVEN;ÓLEO DE PEIXE;49324221000104 - FRESENIUS KABI BRASIL LTDA;NUTRIENTES PARENTERAIS;100419942
OMENAX;OMEPRAZOL;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ANTIULCEROSOS;154230328
OMEPRAMED;OMEPRAZOL;02814497000107 - CIMED INDUSTRIA S.A;ANTIULCEROSOS;143810063
OMEPRAMIX;AMOXICILINA TRI-HIDRATADA + CLARITROMICINA + OMEPRAZOL;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS;105730282
OMEPRAZOL;;44363661000157 - GLENMARK FARMACÊUTICA LTDA;ANTIULCEROSOS;110130017
OMEPRAZOL SÓDICO;OMEPRAZOL SÓDICO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTIULCEROSOS;100430730
OMNARIS;CICLESONIDA;07591326000180 - MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA;164250005
OMNIC OCAS;CLORIDRATO DE TANSULOSINA;07768134000104 - ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;177170003
OMNIPAQUE;IOEXOL;00029372000140 - GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS M;CONTRASTES RADIOLOGICOS;183960001
OMNISCAN;GADODIAMIDA;00029372000140 - GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS M;CONTRASTES RADIOLOGICOS;183960003
OMOPREL;OMEPRAZOL;18324343000177 - BELFAR LTDA;ANTIULCEROSOS;105710083
ONBRIZE;MALEATO DE INDACATEROL;56994502000130 - NOVARTIS BIOCIENCIAS S.A;BRONCODILATADORES;100681073
ONCASPAR;PEGASPARGASE;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;ANTINEOPLASICO;112780076
ONCICREM-A;ACETONIDA DE TRIANCINOLONA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;154230127
ONCILEG;ACETONIDA DE TRIANCINOLONA + GRAMICIDINA + NISTATINA + SULFATO DE NEOMICINA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;167730448
ONCILEG-A;TRIANCINOLONA ACETONIDA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;167730156
ONCOBINE;DITARTARATO DE VINORELBINA;18268051000164 - CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA;ANTINEOPLASICOS CITOTOXICOS;115410011
ONCODOX;CLORIDRATO DE DOXORRUBICINA;18268051000164 - CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA;ANTINEOPLASICO;115410010
ONDIF;ONDANSETRONA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANTIEMETICOS E ANTINAUSEANTES;178170920
ONEGRIPE;CLORIDRATO DE FENILEFRINA + MALEATO DE CLORFENIRAMINA + PARACETAMOL;48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;104810163
ONGLYZA;SAXAGLIPTINA;60318797000100 - ASTRAZENECA DO BRASIL LTDA;ANTIDIABETICOS;116180261
ONICIT;CLORIDRATO DE PALONOSETRONA;03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.;ANTIEMETICOS E ANTINAUSEANTES;101710181
ONICORYL;CLORIDRATO DE AMOROLFINA;45992062000165 - GERMED FARMACEUTICA LTDA;ANTIMICOTICOS PARA USO TOPICO;105830763
ONIMORF;CLORIDRATO DE AMOROLFINA;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ANTIMICOTICOS PARA USO TOPICO;126750341
ONTAX;PACLITAXEL;61230314000175 - LIBBS FARMACÊUTICA LTDA;ANTINEOPLASICO;100330115
ONTRAX;CLORIDRATO DE ONDANSETRONA DI-HIDRATADO;58430828000160 - BLAU FARMACÊUTICA S.A.;ANTIEMETICOS E ANTINAUSEANTES;116370041
ONTRUZANT;TRASTUZUMABE;24563776000188 - SAMSUNG BIOEPIS BR PHARMACEUTICAL LTDA.;ANTINEOPLASICO;159210003
ONUA;DESOGESTREL;33349473000158 - FARMOQUÍMICA S/A;ANTICONCEPCIONAIS;103900209
OPDIVO;NIVOLUMABE;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;ANTINEOPLASICO;101800408
OPHTCOL;CLORETO DE CARBACOL;61129409000105 - OPHTHALMOS S/A;MEDICAMENTOS COM ACAO NO APARELHO VISUAL;117240001
OPIVAC;CLORIDRATO DE ROPIVACAÍNA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;ANESTESICOS LOCAIS;103700645
OPONAP®;PROPOFOL;24633934000129 - CAMBER FARMACEUTICA LTDA;ANESTESICOS GERAIS INJETAVEIS;165070010
OPRAZON;OMEPRAZOL SÓDICO;58430828000160 - BLAU FARMACÊUTICA S.A.;ANTIULCEROSOS;116370096
OPTHAAC 40;TRIANCINOLONA ACETONIDA;61129409000105 - OPHTHALMOS S/A;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;117240005
OPTI-BAR;SULFATO DE BÁRIO;32137424000199 - ALKO DO BRASIL INDUSTRIA E COMERCIO LTDA;CONTRASTES RADIOLOGICOS;130450008
OPTILAR;TROMETAMOL CETOROLACO;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ANTINFLAMATORIOS;154230143
OPTIRAY;IOVERSOL;30153811000193 - GUERBET IMAGEM DO BRASIL LTDA;PRODUTOS PARA DIAGNOSTICO POR IMAGEM;113980030
OPTOLUBRI;CARMELOSE SÓDICA;87375952000178 - LEBON PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;EMOLIENTES E PROTETORES OFTALMICOS;112560002
ORALSEPT;TRIANCINOLONA ACETONIDA;83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;103850108
ORALZ;GLICINATO DE ZINCO;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA;109740285
ORBIFLOX;GATIFLOXACINO;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;154230318
ORGALUTRAN;ACETATO DE GANIRRELIX;45987013000134 - ORGANON FARMACÊUTICA LTDA.;OUTROS PRODS NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;100290212
ORGANONEURO CEREBRAL;CIANOCOBALAMINA + CLORIDRATO DE PIRIDOXINA + NITRATO DE TIAMINA + ÁCIDO AMINOBUTÍRICO + ÁCIDO GLUTÂMICO;33145194000172 - LABORATÓRIO GROSS S. A.;POLIVITAMINICOS COM MINERAIS;104440053
ORKAMBI;IVACAFTOR + LUMACAFTOR;21798065000102 - VERTEX FARMACEUTICA DO BRASIL LTDA.;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;138230004
ORLAX;ORLISTATE;64171697000146 - ACCORD FARMACÊUTICA LTDA;ORLISTATE;155370049
ORLIBESI;ORLISTATE;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;ORLISTATE;126750256
ORLIPID;ORLISTATE;00923140000131 - EMS SIGMA PHARMA LTDA;ORLISTATE;135690707
ORLISTATE;ORLISTATE;57507378000365 - EMS S/A;ORLISTATE;102351042
ORNARE;CLORIDRATO DE TRAZODONA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS;178170879
ORNITARGIN;ASPARTATO DE ORNITINA + CITRULINA + CLORIDRATO DE ARGININA;61150447000131 - LABORATÓRIOS BALDACCI LTDA;VITAMINAS E SUPLEMENTOS MINERAIS;101460034
OROXADIN;CIPROFIBRATO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANTILIPEMICOS;183260419
ORTOSAMIN;SULFATO DE GLICOSAMINA;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;126750135
OSBANT;IBANDRONATO DE SÓDIO MONOIDRATADO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;SUPRESSORES DA REABSORCAO OSSEA;126750389
OSCAL 500;CARBONATO DE CÁLCIO;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;OUTROS SUPLEMS MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;183260364
OSCAL D;CARBONATO DE CÁLCIO + COLECALCIFEROL;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;OUTROS SUPLEMS MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;183260329
OSELFLU;FOSFATO DE OSELTAMIVIR;08157293000127 - NATCOFARMA DO BRASIL LTDA;ANTIVIRÓTICOS;182610008
OSKIN;HIDROQUINONA + TRETINOÍNA + FLUOCINOLONA ACETONIDA;00923140000131 - EMS SIGMA PHARMA LTDA;DESMELANIZANTES;135690521
OSSOFLEX;IPRIFLAVONA;45992062000165 - GERMED FARMACEUTICA LTDA;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;105830005
OSSOTRAT - D;CARBONATO DE CÁLCIO + COLECALCIFEROL;33173097000274 - CELLERA FARMACÊUTICA S.A.;VITAMINAS E SUPLEMENTOS MINERAIS;104400121
OSTELOX;ALENDRONATO DE SÓDIO + ALENDRONATO DE SÓDIO TRI-HIDRATADO;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;SUPRESSORES DA REABSORCAO OSSEA;105730782
OSTEOBAN;IBANDRONATO DE SÓDIO MONOIDRATADO;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;SUPRESSORES DA REABSORCAO OSSEA;105730422
OSTEOBLOCK;RISEDRONATO SÓDICO;45992062000165 - GERMED FARMACEUTICA LTDA;SUPRESSORES DA REABSORCAO OSSEA;105830922
OSTEOFAR;ALENDRONATO DE SÓDIO;83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;SUPRESSORES DA REABSORCAO OSSEA;103850111
OSTEOFIX;CARBONATO DE CÁLCIO + COLECALCIFEROL;02456955000183 - NATULAB LABORATÓRIO S.A;VITAMINAS E SUPLEMENTOS MINERAIS;138410029
OSTEOFORM;ALENDRONATO DE SÓDIO TRI-HIDRATADO;00923140000131 - EMS SIGMA PHARMA LTDA;SUPRESSORES DA REABSORCAO OSSEA;135690685
OSTEOGLIC;SULFATO DE GLICOSAMINA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;167730131
OSTEOPREVIX D;CARBONATO DE CÁLCIO + COLECALCIFEROL;01858973000129 - AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS;144930036
OSTEOTEC;IBANDRONATO DE SÓDIO MONOIDRATADO;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;SUPRESSORES DA REABSORCAO OSSEA;122140084
OSTEOTRAT;RISEDRONATO SÓDICO;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;SUPRESSORES DA REABSORCAO OSSEA;105730418
OSTRAZIL;ALENDRONATO DE SÓDIO;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;SUPRESSORES DA REABSORCAO OSSEA;103700603
OSTRIOL;CALCITRIOL;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;137640028
OSYS;EVEROLIMO;61230314000175 - LIBBS FARMACÊUTICA LTDA;AGENTE IMUNOSUPRESSOR;100330198
OTO - XILODASE;CLORIDRATO DE LIDOCAINA + HIALURONIDASE + SULFATO DE NEOMICINA;62462015000129 - APSEN FARMACEUTICA S/A;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;101180021
OTO BETNOVATE;CLORFENESINA + CLORIDRATO DE TETRACAÍNA + VALERATO DE BETAMETASONA;33349473000158 - FARMOQUÍMICA S/A;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;103900162
OTOCIRIAX;CIPROFLOXACINO + HIDROCORTISONA MICRONIZADA;33349473000158 - FARMOQUÍMICA S/A;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;103900142
OTOFOXIN;CLORIDRATO DE CIPROFLOXACINO;61100004000136 - ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;MEDICAMENTOS COM ACAO NO APARELHO AUDITIVO;100840159
OTOMIXYN;CLORIDRATO DE LIDOCAINA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B + FLUOCINOLONA ACETONIDA;57507378000365 - EMS S/A;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;102351257
OTOSPORIN;HIDROCORTISONA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B;33349473000158 - FARMOQUÍMICA S/A;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;103900154
OTOSYLASE;CLORIDRATO DE LIDOCAINA + NEOMICINA + SULFATO DE POLIMIXINA B + FLUOCINOLONA ACETONIDA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;154230165
OTRIVINA;CLORIDRATO DE XILOMETAZOLINA;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;DESCONGESTIONANTES NASAIS TOPICOS;101070333
OVESTRION;ESTRIOL;03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.;ESTROGENOS SIMPLES;101710030
OVIDREL;ALFACORIOGONADOTROPINA;33069212000184 - MERCK S/A;HORMONIO GONADOTROFICO;100890376
OXA;OXALIPLATINA;64171697000146 - ACCORD FARMACÊUTICA LTDA;CITOSTATICOS ALQUILANTES;155370087
OXA-PLATIN;OXALIPLATINA;58430828000160 - BLAU FARMACÊUTICA S.A.;CITOSTATICOS ALQUILANTES;116370152
OXACILIL;OXACILINA SÓDICA;49324221000104 - FRESENIUS KABI BRASIL LTDA;ANTIBIOTICOS SISTEMICOS SIMPLES;100410179
OXACILINA SODICA;OXACILINA SÓDICA;52208733000110 - LABORATÓRIO ITAFARMA LTDA;PENICILINAS PENICILINASE-RESISTENTES;112830024
OXACILINA SÓDICA;OXACILINA SÓDICA;04301884000175 - AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;PENICILINAS PENICILINASE-RESISTENTES;151670017
OXALATO DE ESCITALOPRAM;OXALATO DE ESCITALOPRAM;33078528000132 - TORRENT DO BRASIL LTDA;ANTIDEPRESSIVOS;105250045
OXALIBBS;OXALIPLATINA;61230314000175 - LIBBS FARMACÊUTICA LTDA;CITOSTATICOS ALQUILANTES;100330149
OXALIMEIZ;OXALIPLATINA;11291720000170 - GADOR DO BRASIL - COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;CITOSTATICOS ALQUILANTES;186060001
OXALIPLATINA;OXALIPLATINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CITOSTATICOS ALQUILANTES;100430822
OXAMIXIL;OXAMNIQUINA;33019548000132 - SILVESTRE LABS QUÍMICA E FARMACÊUTICA LTDA;ANTIPARASITARIOS;118360009
OXANON;OXACILINA SÓDICA;58430828000160 - BLAU FARMACÊUTICA S.A.;PENICILINAS PENICILINASE-RESISTENTES;116370111
